BNA,SEA,271,1332,368
BOI,SFO,104,461,2739
BOI,LAX,129,522,1341
BOI,PHX,120,343,2169
BOI,DEN,111,379,3825
BOI,OAK,90,273,1314
BOI,GEG,59,264,1159
BOI,MSP,170,833,1404
BOI,SEA,86,235,2051
BOI,PDX,76,296,121
BOS,MYR,122,319,643
BOS,MIA,198,710,4540
BOS,BWI,85,385,8597
BOS,DTW,118,542,6736
BOS,PBI,184,711,3143
BOS,JFK,74,317,9785
BOS,BUF,82,372,2439
BOS,EWR,74,286,8658
BOS,DFW,232,936,5962
BOS,LAX,351,1654,7935
BOS,MSP,174,762,3585
BOS,ATL,158,519,9183
BOS,PHL,85,317,10294
BOS,PHX,314,1342,2791
BOS,CLT,135,636,7024
BOS,IAD,91,245,3963
BOS,FLL,193,860,4282
BOS,RIC,96,383,4447
BOS,PIT,97,284,2273
BOS,JAX,159,772,1345
BOS,HOU,234,713,1803
BOS,AUS,244,1111,791
BOS,STT,243,636,318
BOS,DEN,249,891,4723
BOS,SFO,359,1036,7586
BOS,LAS,321,1460,2005
BOS,SAV,144,532,653
BOS,SRQ,190,607,349
BOS,CLE,109,354,3573
BOS,CHS,136,566,667
BOS,MDW,144,578,2690
BOS,SLC,294,1246,1134
BOS,MSY,202,875,656
BOS,LGB,342,1487,540
BOS,SJC,354,1719,398
BOS,CVG,134,408,553
BOS,ACK,46,178,232
BOS,OAK,356,1617,201
BOS,MVY,40,172,168
BOS,SMF,348,1462,96
BOS,CMH,117,423,427
BOS,MSN,146,512,2
BPT,DFW,74,197,1820
BQK,ATL,65,319,1737
BQN,EWR,224,784,572
BQN,MCO,161,529,880
BRD,MSP,50,133,1161
BRO,DFW,97,440,2005
BRW,FAI,81,209,322
BRW,ANC,112,340,506
BTM,SLC,78,336,1287
BTR,ATL,91,290,4961
BTR,DFW,86,352,4474
BTR,DCA,152,536,2
BTV,JFK,75,216,1996
BTV,IAD,103,317,13
BUF,JFK,82,262,4796
BUF,EWR,79,219,1013
BUF,CLT,106,420,2384
BUF,FLL,176,494,1161
BUF,PHX,257,735,663
BUF,ATL,119,478,3124
BUF,LAS,264,1253,1086
BUF,RSW,171,692,154
BUF,MSP,119,306,392
BUR,SEA,147,600,2020
BUR,SFO,79,221,3088
BUR,DEN,140,641,2464
BUR,OAK,65,312,7249
BUR,SJC,60,277,4134
BUR,SLC,114,497,1653
BUR,SMF,68,329,4127
BWI,MIA,156,524,2164
BWI,DTW,89,315,4781
BWI,MSP,148,622,2055
BWI,CLT,87,348,6652
BWI,FLL,148,728,7808
BWI,MCO,130,333,6093
BWI,DFW,187,675,3468
BWI,HOU,184,689,2062
BWI,SLC,259,1289,1972
BWI,ATL,109,458,11504
BWI,STL,120,414,2357
BWI,DEN,214,995,3744
BWI,ABQ,231,995,1002
BWI,MEM,129,574,763
BWI,RSW,148,574,2398
BWI,CHS,91,419,2000
BWI,JAX,113,565,2178
BWI,PIT,59,205,1872
BWI,ROC,68,311,1409
BWI,DAY,81,311,1354
BWI,MHT,82,398,4323
BWI,MKE,112,502,1700
BWI,MDW,110,421,3791
BWI,SJU,244,1182,1235
BWI,BUF,66,218,3531
BWI,ORF,53,159,2244
BWI,SDF,94,263,2215
BWI,OKC,175,768,650
BWI,MSY,153,550,1618
BWI,CVG,97,393,7
BWI,PDX,314,896,124
BZN,DEN,98,391,1702
BZN,ATL,231,1011,192
CAE,IAD,87,373,371
CAE,ATL,60,154,5347
CAE,DFW,157,555,1857
CAK,MCO,134,669,1083
CAK,ATL,98,429,4046
CAK,BOS,102,492,585
CAK,DCA,65,303,530
CAK,EWR,93,249,223
CAK,LAS,252,957,94
CDV,ANC,47,119,654
CHA,ATL,47,128,5401
CHA,DTW,105,279,899
CHO,ATL,92,436,1839
CHS,EWR,121,461,2404
CHS,MIA,100,419,497
CHS,ATL,69,270,6357
CHS,MDW,121,490,1070
CHS,HOU,142,498,673
CHS,DFW,169,484,474
CHS,OKC,155,734,1
CID,ATL,122,537,1739
CID,MSP,70,282,1386
CID,DFW,121,313,1954
CID,LAX,280,1210,1
CIU,DTW,76,369,1192
CLD,LAX,46,208,1254
CLE,FLL,166,812,1647
CLE,IAD,78,384,672
CLE,EWR,92,431,3048
CLE,MCO,142,425,2750
CLE,DFW,162,736,3055
CLE,CLT,94,384,2296
CLE,PHX,245,1023,1446
CLE,ATL,102,411,5661
CLE,RSW,158,497,1232
CLE,SFO,289,1135,885
CLE,MSP,113,445,1419
CLE,TPA,146,569,1067
CLE,LAX,280,1065,1598
CLE,DTW,51,207,1288
CLE,LAS,249,815,2744
CLE,RDU,87,289,762
CLE,MDW,69,274,3540
CLE,JFK,103,306,562
CLE,BWI,71,261,2332
CLE,MKE,77,217,1498
CLE,BNA,83,388,1573
CLE,SJU,256,864,86
CLE,BDL,95,294,258
CLE,STL,95,397,953
CLE,MYR,99,343,336
CLE,SEA,276,870,301
CLE,CHS,112,405,22
CLL,DFW,56,228,3034
CLT,DFW,156,667,7912
CLT,MDW,105,410,1233
CLT,SEA,314,1215,1660
CLT,SJU,222,597,1415
CLT,HOU,144,487,748
CLT,STT,225,1081,674
CLT,AUS,164,791,840
CLT,IAD,81,252,25
CLT,CHS,59,194,389
CLT,STX,233,643,58
CLT,MDT,91,440,246
CLT,CMH,79,216,40
CLT,GSO,50,130,285
CLT,MYR,59,225,12
CLT,DAB,86,407,10
CLT,SMF,299,1157,385
CLT,SDF,82,379,16
CLT,ABQ,205,739,190
CMH,MIA,162,568,1168
CMH,ATL,90,254,6503
CMH,FLL,153,559,620
CMH,TPA,128,382,1345
CMH,DFW,151,479,2939
CMH,RSW,143,709,963
CMH,LAS,241,644,1238
CMH,PHX,233,1056,2095
CMH,JFK,110,415,1063
CMH,STL,77,332,1178
CMH,DEN,175,594,1568
CMH,MDW,66,221,3566
CMH,BWI,73,337,2779
CMH,MSP,114,442,931
CMH,DCA,71,270,579
CMH,OAK,279,724,228
CMI,DFW,128,578,641
COD,DEN,89,396,605
COS,DEN,44,146,4055
COS,ATL,177,872,609
COS,DFW,111,409,2105
COS,LAX,149,483,1277
COS,SEA,170,790,655
COS,SFO,165,547,10
COS,SLC,98,275,1185
CPR,DEN,64,256,1864
CPR,SLC,74,242,1627
CRP,DFW,82,409,2793
CVG,MIA,157,544,1198
CVG,ATL,85,258,4727
CVG,TPA,122,438,627
CVG,FLL,147,494,982
CVG,RSW,138,606,839
CVG,SLC,208,840,1043
CVG,SEA,265,1245,260
CVG,LAX,260,1158,1061
CVG,DTW,68,318,830
CVG,DFW,144,600,4058
CVG,JFK,127,362,608
CVG,MCO,126,611,1770
CVG,MKE,79,249,696
CVG,PHX,222,925,193
CVG,SFO,274,1290,458
CVG,LAS,233,807,1283
CVG,STL,75,200,97
CVG,MSN,84,371,72
CVG,CLT,88,264,165
CVG,MEM,88,244,212
CVG,XNA,106,352,370
CVG,RDU,85,313,18
CVG,BDL,124,410,26
CVG,MCI,101,370,146
CVG,PIT,73,233,12
CVG,RIC,84,214,2
CVG,DCA,92,337,60
DAB,ATL,79,310,2965
DAL,MDW,128,354,3876
DAL,BWI,178,820,2140
DAL,FLL,166,433,1712
DAL,STL,94,267,4163
DAL,DEN,112,302,2939
DAL,HOU,60,155,12116
DAL,TPA,141,541,1336
DAL,OKC,51,219,1841
DAL,MSY,80,269,4751
DAL,SNA,178,761,1060
DAL,MAF,67,240,2959
DAL,LBB,63,259,3052
DAL,ECP,109,476,303
DAL,MKE,135,603,471
DAL,SEA,236,1071,684
DAL,PDX,225,986,471
DAL,CMH,140,604,473
DAL,IND,121,514,472
DAL,CHS,146,600,262
DAL,BOS,225,624,226
DAL,PHL,192,497,226
DAL,CLT,146,668,226
DAL,PIT,156,433,227
DAY,DFW,144,466,1815
DAY,DEN,162,738,906
DAY,ATL,91,417,2596
DAY,IAD,81,222,3
DCA,BOS,91,303,14827
DCA,MIA,156,686,5835
DCA,FLL,148,698,4872
DCA,DTW,89,321,3379
DCA,JFK,82,349,1776
DCA,MSP,147,444,3287
DCA,CLT,84,284,4879
DCA,DAL,176,561,4892
DCA,PHX,276,692,1916
DCA,ATL,106,265,12683
DCA,DEN,215,652,2609
DCA,BNA,99,483,1912
DCA,DFW,185,808,6176
DCA,PBI,145,382,1920
DCA,SEA,318,895,1311
DCA,SJU,225,750,661
DCA,LAS,286,831,647
DCA,MKE,111,506,1883
DCA,CLE,78,214,2710
DCA,HOU,183,458,2427
DCA,STL,117,481,1901
DCA,CHS,90,300,1278
DCA,SLC,256,1263,1252
DCA,EWR,73,330,2761
DCA,PHL,58,286,205
DCA,PVD,83,312,86
DCA,ACK,90,383,79
DCA,HSV,114,486,46
DCA,RDU,68,212,55
DCA,SYR,74,213,62
DCA,PNS,133,433,17
DCA,SDF,100,431,4
DCA,GSP,84,279,6
DCA,HPN,69,187,6
DEN,ATL,181,467,9988
DEN,MIA,245,720,2662
DEN,DFW,119,467,11954
DEN,LAX,140,546,11320
DEN,PHX,106,472,14289
DEN,DTW,173,471,5324
DEN,MCO,221,747,5726
DEN,CAK,176,819,539
DEN,GJT,61,282,899
DEN,PUB,48,211,508
DEN,SAT,127,573,3409
DEN,STL,125,591,3674
DEN,BIL,88,245,2188
DEN,CLT,203,896,3767
DEN,CLE,179,801,2586
DEN,JMS,109,517,777
DEN,LFT,162,446,340
DEN,TUL,100,273,2904
DEN,HSV,171,672,307
DEN,CVG,168,507,1827
DEN,BHM,168,606,657
DEN,JFK,244,968,1613
DEN,SGU,100,483,1162
DEN,SUN,108,291,214
DEN,EGE,58,175,12
DEN,ANC,315,941,819
DEN,HNL,416,1358,657
DEN,OGG,417,1130,335
DEN,KOA,419,1394,169
DEN,LIH,430,1583,82
DEN,CID,122,581,1463
DEN,OKC,93,300,3483
DEN,PHF,211,813,5
DEN,RKS,68,284,1226
DEN,MAF,107,533,2103
DEN,ICT,87,254,1696
DEN,BMI,136,397,6
DEN,ABQ,75,250,3202
DEN,PBI,237,798,147
DEN,MDT,213,862,4
DEN,GSO,198,589,265
DEN,MMH,134,375,18
DEN,DRO,68,320,1114
DEN,OTH,162,634,53
DFW,MIA,176,810,7230
DFW,ATL,131,616,13892
DFW,MCO,160,514,7492
DFW,OAK,207,604,657
DFW,FLL,175,495,5310
DFW,BNA,111,443,5334
DFW,SJC,213,728,2958
DFW,HDN,134,477,265
DFW,LBB,70,243,1338
DFW,HSV,116,548,546
DFW,GUC,123,350,243
DFW,MOB,107,355,1846
DFW,GGG,55,263,1229
DFW,ROW,90,247,1831
DFW,OGG,460,1390,990
DFW,HNL,476,2257,1375
DFW,EGE,131,551,840
DFW,GCK,86,321,1272
DFW,LCH,76,248,1497
DFW,DRO,120,514,1560
DFW,EVV,121,393,697
DFW,BMI,125,585,1253
DFW,AMA,72,298,2240
DFW,GSP,151,647,920
DFW,CHA,127,343,1232
DFW,MGM,117,359,1858
DFW,PIA,123,611,1794
DFW,JLN,80,400,1269
DFW,SAF,104,466,1868
DFW,TXK,58,239,1833
DFW,GPT,101,258,1786
DFW,SPS,49,125,2340
DFW,SJT,60,262,3103
DFW,SDF,126,319,578
DFW,MAF,73,185,2154
DFW,MTJ,126,370,182
DFW,MYR,161,772,122
DFW,ANC,387,1418,236
DHN,ATL,57,255,2485
DIK,DEN,100,446,655
DLH,MSP,55,236,1213
DRO,PHX,81,333,1360
DSM,DFW,114,518,1640
DSM,MDW,69,214,1258
DSM,DEN,108,509,2097
DSM,LAS,172,604,662
DSM,SLC,154,411,149
DTW,MIA,182,476,2388
DTW,ATL,113,309,9658
DTW,FLL,174,579,5234
DTW,DFW,162,437,5177
DTW,PBI,171,665,722
DTW,JFK,118,318,575
DTW,CLT,105,525,6128
DTW,MCO,154,727,5245
DTW,APN,64,175,1095
DTW,SRQ,163,482,150
DTW,LAN,47,192,857
DTW,EWR,107,523,4155
DTW,MSY,148,489,1945
DTW,BTV,107,285,1033
DTW,TUL,136,518,444
DTW,GRR,52,228,2726
DTW,BHM,118,570,1158
DTW,BUF,66,308,1618
DTW,AVP,89,436,931
DTW,MDT,84,407,1038
DTW,GRB,73,260,1295
DTW,GSO,97,294,803
DTW,LEX,75,250,977
DTW,DSM,110,512,399
DTW,PVD,112,379,1577
DTW,PDX,261,1239,446
DTW,CAK,55,250,377
DTW,CID,95,460,1401
DTW,TTN,96,454,430
DTW,ORF,107,436,1169
DTW,FWA,55,248,1941
DTW,TVC,62,200,1505
DTW,MBS,50,152,864
DTW,LIT,123,320,547
DTW,ELM,76,271,2824
DTW,SAV,124,599,332
DTW,MLI,89,346,413
DTW,SJU,286,1021,50
DTW,ATW,77,373,954
DTW,MHT,112,327,745
DTW,CMH,59,292,313
DTW,ROC,73,349,597
DTW,HPN,108,464,262
DTW,ERI,62,223,196
DTW,HSV,110,439,178
DTW,DAY,63,173,793
DTW,MEM,111,344,842
DTW,SYR,82,331,511
DTW,BGM,83,373,517
DTW,MYR,112,552,764
DTW,BMI,78,327,272
DTW,SWF,100,281,38
DTW,BGR,125,375,621
DTW,TYS,94,257,132
DTW,ITH,87,362,61
DTW,CHS,122,566,562
DTW,ACY,96,438,290
DTW,DAL,154,677,226
DTW,MQT,89,333,35
DVL,DEN,118,387,220
ECP,BNA,74,276,1178
ECP,BWI,127,592,416
ECP,STL,101,463,327
EGE,JFK,267,802,210
EGE,SLC,77,311,3
EKO,SLC,55,238,1035
ELP,DFW,102,391,2660
ELP,DEN,110,417,1770
ELP,AUS,89,274,1713
ELP,DAL,97,302,2528
ELP,LAS,98,288,1301
ESC,DTW,75,348,1105
EUG,DEN,161,461,1234
EUG,SFO,93,463,3626
EUG,SLC,108,397,1244
EUG,LAX,132,554,1013
EUG,BOI,80,327,2
EVV,DTW,83,230,1528
EWN,ATL,88,392,1129
EWR,MIA,177,711,5309
EWR,FLL,173,686,6732
EWR,CLT,111,475,8014
EWR,PHX,293,1386,4132
EWR,DFW,213,793,4931
EWR,ATL,134,401,9964
EWR,DEN,233,605,5138
EWR,MDW,127,507,3394
EWR,DAY,112,305,1416
EWR,RDU,97,298,1695
EWR,SYR,72,345,971
EWR,CMH,106,287,1710
EWR,JAC,269,1112,80
EWR,HNL,609,2462,648
EWR,STT,249,888,469
EWR,BNA,136,519,3589
EWR,IAD,75,225,1365
EWR,IND,126,417,2359
EWR,EGE,255,825,212
EWR,HOU,210,753,1675
EWR,PVD,66,241,702
EWR,AVL,113,293,321
EWR,CVG,120,565,2801
EWR,XNA,188,494,420
EWR,MSN,139,637,607
EWR,GRR,116,428,777
EWR,SBN,122,504,610
EWR,DSM,169,728,378
EWR,BDL,57,221,879
EWR,BWI,66,239,466
EWR,HDN,250,1125,34
EWR,BZN,269,763,94
EWR,MTJ,260,1189,43
EWR,BTV,77,370,1038
EWR,PIT,86,357,806
EWR,AVP,49,222,103
EWR,MHT,74,304,1344
EWR,SRQ,171,457,195
EWR,OKC,211,814,295
EWR,MYR,116,418,16
EWR,TVC,123,331,52
EWR,ANC,439,1437,14
EWR,PHL,61,156,2
EYW,ATL,112,436,2816
FAI,SEA,214,932,2622
FAI,ANC,60,233,996
FAR,DEN,116,542,2418
FAR,DFW,158,702,707
FAT,LAX,69,236,3675
FAT,SEA,125,536,1750
FAT,SFO,57,164,2014
FAT,DEN,141,603,1994
FAT,PHX,101,485,935
FAT,SLC,99,300,1710
FAT,DFW,198,839,1208
FCA,DEN,133,390,1521
FCA,MSO,54,210,1
FLL,BDL,178,834,1860
FLL,JFK,175,456,8648
FLL,CLT,116,294,4828
FLL,LAS,291,1370,2055
FLL,ATL,108,513,14752
FLL,MCO,59,241,1331
FLL,JAX,73,334,1447
FLL,DEN,239,805,2405
FLL,HOU,147,697,1353
FLL,BNA,129,411,1537
FLL,MSY,111,300,1848
FLL,PHX,275,1314,1342
FLL,IND,156,608,609
FLL,SWF,180,472,661
FLL,STT,164,772,612
FLL,LBE,154,524,544
FLL,ORH,181,787,634
FLL,BQN,145,457,324
FLL,CHS,94,385,86
FNT,BWI,88,258,1048
FSD,DEN,96,448,2594
FSD,DFW,131,402,664
FSM,DFW,64,319,2491
FSM,ATL,108,333,1330
FWA,DFW,146,466,1253
FWA,ATL,104,467,2139
GCC,RKS,65,323,51
GCC,DEN,76,378,1253
GEG,SEA,63,256,6311
GEG,DEN,131,419,2651
GEG,PHX,153,389,1838
GEG,MSP,172,445,1536
GEG,SLC,99,280,2396
GEG,OAK,115,295,1274
GEG,MDW,212,549,124
GFK,MSP,75,206,1427
GJT,PHX,98,315,1974
GJT,DFW,132,444,1649
GNV,MIA,69,262,1141
GNV,ATL,74,328,4137
GPT,ATL,77,373,2804
GRB,ATL,130,503,797
GRI,DFW,106,416,1218
GRK,DFW,51,228,5003
GRR,DEN,158,597,1455
GRR,STL,74,240,642
GRR,MSP,84,286,2194
GRR,ATL,111,360,2569
GRR,DFW,156,701,1453
GRR,MCO,156,768,607
GRR,BWI,97,484,1267
GRR,CVG,69,189,337
GRR,TPA,156,473,318
GRR,RSW,172,612,199
GSO,EWR,97,365,1615
GSO,MIA,127,407,290
GSO,ATL,75,275,5301
GSO,DFW,168,605,979
GSP,ATL,54,195,4901
GSP,HOU,131,450,631
GSP,EWR,117,405,1302
GSP,DTW,103,467,431
GSP,BWI,84,315,739
GTF,DEN,114,307,1514
GTF,SLC,90,407,1772
GUC,DEN,56,178,525
GUM,HNL,442,1458,662
HDN,DEN,60,235,183
HIB,MSP,60,193,1117
HLN,DEN,112,466,656
HLN,SLC,84,379,1728
HNL,ITO,53,258,9571
HNL,KOA,46,136,12707
HNL,OGG,39,157,16514
HNL,LIH,38,111,11695
HNL,LAX,335,1307,10396
HNL,SFO,312,1275,4075
HNL,PPG,334,1046,213
HOU,ATL,121,338,8022
HOU,PHX,152,415,2762
HOU,MCO,136,377,2794
HOU,MDW,146,431,4061
HOU,HRL,59,165,3059
HOU,SAT,52,161,2560
HOU,LAX,197,849,3064
HOU,DFW,71,335,3012
HOU,SNA,189,920,768
HOU,OKC,79,237,2381
HOU,PIT,168,439,658
HOU,ECP,99,316,974
HOU,CRP,49,183,2468
HOU,DEN,138,654,3499
HOU,ELP,108,468,1804
HOU,TUL,85,231,1829
HOU,PNS,87,236,660
HOU,SJU,267,907,75
HOU,RSW,133,480,35
HOU,SEA,261,1063,293
HOU,LBB,89,264,13
HPN,PBI,165,723,2021
HPN,RSW,172,646,645
HPN,FLL,175,735,1307
HPN,TPA,165,512,647
HSV,ATL,54,153,4886
HYS,DEN,71,229,1118
IAD,MSP,146,608,1163
IAD,DFW,181,681,2585
IAD,JFK,76,261,1822
IAD,CVG,82,290,147
IAD,MIA,158,774,1603
IAD,DEN,209,723,6188
IAD,TPA,132,652,1962
IAD,SJU,224,660,337
IAD,LAS,282,1185,2327
IAD,MCO,130,339,3282
IAD,GSO,68,255,120
IAD,PIT,63,232,427
IAD,STT,235,672,297
IAD,HNL,580,2738,332
IAD,MDW,105,409,1312
IAD,SAV,104,329,171
IAD,ORF,59,157,154
IAD,PVD,91,455,115
IAD,STL,128,616,18
IAD,UST,116,329,6
IAD,RSW,149,684,170
IAD,GRR,117,403,4
IAD,BUF,76,227,72
IAD,CMH,82,255,68
IAD,DTW,90,263,1374
IAD,FLL,153,721,161
IAD,ROC,82,229,222
IAD,MEM,128,454,141
IAD,GSP,86,324,16
IAD,PBI,147,704,112
IAD,CHS,102,259,8
IAD,JAC,249,792,35
IAD,HDN,227,1080,30
IAD,RDU,63,240,773
IAD,ROA,68,263,10
IAD,HSV,113,394,8
IAD,MSY,145,616,462
IAD,TTN,105,373,1
IAD,AUS,195,553,260
IAD,SAT,217,837,21
IAD,MSN,104,323,1
IAG,FLL,174,778,395
ICT,DFW,78,302,1540
ICT,MDW,103,297,1198
ICT,DAL,70,210,1176
IDA,DEN,95,348,1779
IDA,SLC,56,220,2637
IMT,RHI,41,193,554
IND,PHX,211,939,2593
IND,DEN,151,417,3704
IND,CLT,96,318,1346
IND,DFW,131,356,3114
IND,ATL,89,321,7585
IND,BWI,97,408,1995
IND,SFO,265,1322,624
IND,LAS,219,648,1704
IND,DCA,94,274,1395
IND,MSP,96,389,1864
IND,RSW,145,714,1483
IND,HOU,135,358,1065
IND,IAD,98,387,53
IND,DTW,67,172,1473
IND,MCI,82,356,1212
IND,JFK,134,446,279
IND,SLC,196,926,170
IND,BOS,139,556,591
IND,RDU,90,414,66
INL,BRD,59,194,4
INL,HIB,44,138,637
ISN,DEN,113,540,2267
ISN,MSP,109,281,2108
ISP,FLL,167,691,1092
ISP,PBI,160,659,1357
ISP,MCO,151,522,2070
ISP,BWI,65,182,2972
ISP,TPA,160,593,943
ITO,OGG,39,101,1334
JAC,DEN,85,389,1989
JAC,DFW,166,515,729
JAX,EWR,145,712,1847
JAX,JFK,143,576,1874
JAX,DFW,148,673,2448
JAX,CLT,79,308,4150
JAX,ATL,69,330,10157
JAX,MSP,177,713,362
JAX,DCA,112,384,1326
JAX,DEN,203,910,673
JAX,BNA,85,323,1794
JAX,IAD,120,384,26
JAX,PHL,131,517,760
JAX,HOU,128,469,736
JAX,DTW,134,518,461
JFK,MIA,181,895,7045
JFK,BQN,222,809,883
JFK,MCO,161,674,10494
JFK,ATL,142,684,3776
JFK,SFO,355,1085,16607
JFK,PHX,304,1104,4556
JFK,LAS,314,801,7287
JFK,SRQ,169,798,653
JFK,CHS,121,393,2354
JFK,SAV,130,412,1312
JFK,STT,242,1016,1077
JFK,MSP,172,475,1653
JFK,CLT,114,513,4999
JFK,HOU,218,963,665
JFK,HNL,620,2143,628
JFK,DFW,222,782,1089
JFK,SLC,286,751,3641
JFK,BWI,74,318,610
JFK,OAK,346,1168,563
JFK,BUR,339,1146,631
JFK,SJC,351,988,570
JFK,SMF,339,1146,558
JFK,ABQ,263,962,542
JFK,JAC,283,935,8
JFK,PSP,330,1354,63
JFK,ACK,66,290,661
JFK,MVY,59,208,242
JFK,RNO,332,1549,334
JFK,HYA,61,193,163
JMS,DVL,42,127,721
JNU,KTN,59,194,659
JNU,ANC,101,433,2044
JNU,SIT,41,112,1395
JNU,YAK,51,202,650
JNU,GST,32,133,150
KOA,OGG,35,123,1671
KTN,WRG,37,145,650
LAR,DEN,48,220,1110
LAS,MSP,187,894,5060
LAS,ATL,242,815,8149
